2018;12;31;0;00;100;1;4.21;84
2018;12;31;1;00;100;1;4.03;85
2018;12;31;2;00;100;1;4.18;84
2018;12;31;3;00;100;0;4.38;82
2018;12;31;4;00;100;1;4.5;80
2018;12;31;5;00;100;1;4.68;79
2018;12;31;6;00;100;1;4.69;80
2018;12;31;7;00;100;1;4.97;79
2018;12;31;8;00;100;0;5.4;78
2018;12;31;9;00;100;944;5.77;74
2018;12;31;10;00;100;101;5.91;73
2018;12;31;11;00;100;594;6.74;76
2018;12;31;12;00;100;631;7.39;77
2018;12;31;13;00;100;971;7.91;77
2018;12;31;14;00;100;775;6.88;74
2018;12;31;15;00;100;119;6.97;76
2018;12;31;16;00;100;150;7.16;77
2018;12;31;17;00;100;886;7.04;79
2018;12;31;18;00;100;327;6.57;83
2018;12;31;19;00;100;1;6.26;85
2018;12;31;20;00;100;0;5.9;86
2018;12;31;21;00;100;0;5.59;88
2018;12;31;22;00;100;0;5.45;88
2018;12;31;23;00;100;0;5.27;89
2019;01;01;0;00;100;1;5.15;90
2019;01;01;1;00;100;1;5.05;90
2019;01;01;2;00;100;0;4.9;91
2019;01;01;3;00;100;1;4.81;91
2019;01;01;4;00;100;1;4.73;92
2019;01;01;5;00;100;0;4.6;92
2019;01;01;6;00;100;0;4.58;92
2019;01;01;7;00;100;0;4.56;91
2019;01;01;8;00;100;1;4.49;90
2019;01;01;9;00;100;402;4.33;90
2019;01;01;10;00;100;927;4.24;88
2019;01;01;11;00;100;452;4.71;83
2019;01;01;12;00;100;887;5.48;78
2019;01;01;13;00;100;468;6.14;73
2019;01;01;14;00;31;2839;6.52;76
2019;01;01;15;00;68;238;7.1;72
2019;01;01;16;00;100;614;6.01;77
2019;01;01;17;00;100;943;5.46;79
2019;01;01;18;00;100;196;4.72;83
2019;01;01;19;00;86;1;3.96;87
2019;01;01;20;00;100;0;4.08;85
2019;01;01;21;00;100;1;3.98;85
2019;01;01;22;00;100;0;3.98;86
2019;01;01;23;00;100;0;3.87;87
2019;01;02;0;00;100;1;3.84;88
2019;01;02;1;00;26;0;3.75;88
2019;01;02;2;00;100;1;3.59;89
2019;01;02;3;00;52;1;3.47;90
2019;01;02;4;00;10;1;3.19;89
2019;01;02;5;00;26;0;1.67;92
2019;01;02;6;00;2;1;1;90
2019;01;02;7;00;0;1;0.53;91
2019;01;02;8;00;0;0;0.28;90
2019;01;02;9;00;86;539;0.28;89
2019;01;02;10;00;43;1658;1.06;81
2019;01;02;11;00;56;1627;1.62;80
2019;01;02;12;00;51;1625;2.38;78
2019;01;02;13;00;10;8306;3.04;71
2019;01;02;14;00;12;4722;4.18;63
2019;01;02;15;0;10;9459;4.55;60
2019;01;02;16;00;10;3071;4.32;60
2019;01;02;17;00;11;8192;4.17;60
2019;01;02;18;0;10;3421;3.69;64
2019;01;02;19;00;10;0;2.21;72
2019;01;02;20;00;10;0;1.63;76
2019;01;02;21;00;0;1;0.93;80
2019;01;02;22;00;27;1;0.69;81
2019;01;02;23;00;0;1;0.22;83
2019;01;03;0;00;0;0;0.08;83
2019;01;03;1;00;0;1,-0.28;85
2019;01;03;2;00;0;1,-0.62;88
2019;01;03;3;00;0;1,-0.67;88
2019;01;03;4;00;0;0,-0.8;87
2019;01;03;5;00;0;0,-1.1;84
2019;01;03;6;00;0;1,-1.24;81
2019;01;03;7;00;0;1,-1.36;79
2019;01;03;8;00;0;1,-1.5;78
2019;01;03;9;00;0;5188,-1.65;78
2019;01;03;10;00;0;6015,-1.56;76
2019;01;03;11;0;0;5452,-0.68;74
2019;01;03;12;0;0;8534;0.14;67
2019;01;03;13;00;0;5507;0.63;59
2019;01;03;14;00;0;5115;1.57;67
2019;01;03;15;0;30;2000;2.31;60
2019;01;03;16;00;33;1055;2.72;53
2019;01;03;17;00;5;8106;2.22;57
2019;01;03;18;00;3;5697;1.54;65
2019;01;03;19;00;52;0;0.63;71
2019;01;03;20;00;85;1;0.1;75
2019;01;03;21;00;100;0;0.4;76
2019;01;03;22;00;100;1;0.15;86
2019;01;03;23;00;100;0;0.08;90
2019;01;04;0;00;100;0;0.21;93
2019;01;04;1;00;100;0;0.23;93
2019;01;04;2;00;100;1,-0.22;95
2019;01;04;3;00;100;1,-0.02;92
2019;01;04;4;00;100;0;0.36;88
2019;01;04;5;00;100;1,-0.39;90
2019;01;04;6;00;100;0,-1.01;92
2019;01;04;7;00;100;1,-1.18;90
2019;01;04;8;00;100;1,-1.49;91
2019;01;04;9;00;100;715,-1.5;90
2019;01;04;10;00;100;588,-0.96;84
2019;01;04;11;00;100;383,-0.18;77
2019;01;04;12;00;14;5005;1.41;69
2019;01;04;13;00;31;1767;2.05;67
2019;01;04;14;00;5.4;8053;4.17;64
2019;01;04;15;00;15;7726;4.74;61
2019;01;04;16;00;44;2156;4.17;62
2019;01;04;17;00;100;152;3.77;62
2019;01;04;18;00;71;429;3.22;68
2019;01;04;19;00;100;1;2.49;71
2019;01;04;20;00;83;0;2.38;75
2019;01;04;21;00;100;0;1.63;80
2019;01;04;22;00;100;1;1.17;83
2019;01;04;23;00;100;1;1.59;82
2019;01;05;0;00;100;0;2.11;82
2019;01;05;1;00;100;0;1.91;85
2019;01;05;2;00;100;0;1.39;89
2019;01;05;3;00;100;1;1.21;90
2019;01;05;4;00;100;1;1.1;91
2019;01;05;5;00;100;1;0.44;94
2019;01;05;6;00;100;1;0.26;94
2019;01;05;7;00;100;0;0.31;86
2019;01;05;8;00;100;0;0.38;86
2019;01;05;9;00;100;598;0.47;85
2019;01;05;10;00;100;459;0.83;83
2019;01;05;11;00;100;283;1.67;78
2019;01;05;12;0;100;604;2.5;75
2019;01;05;13;00;100;449;2.85;75
2019;01;05;14;00;100;170;2.44;79
2019;01;05;15;00;100;824;2.73;80
2019;01;05;16;00;100;588;2.83;80
2019;01;05;17;00;100;569;2.86;80
2019;01;05;18;00;100;836;2.4;85
2019;01;05;19;00;100;1;2.39;87
2019;01;05;20;00;100;0;2.56;88
2019;01;05;21;00;100;0;2.78;89
2019;01;05;22;00;100;1;2.93;89
2019;01;05;23;00;100;0;3.09;89
2019;01;06;0;00;100;0;3.1;89
2019;01;06;1;00;100;0;3;89
2019;01;06;2;00;100;1;2.93;89
2019;01;06;3;00;100;1;2.7;89
2019;01;06;4;00;100;1;2.46;89
2019;01;06;5;00;100;0;2.34;89
2019;01;06;6;00;100;1;2.09;89
2019;01;06;7;00;100;0;1.83;90
2019;01;06;8;00;100;1;1.61;89
2019;01;06;9;00;100;289;1.29;90
2019;01;06;10;00;100;672;1.29;89
2019;01;06;11;00;100;210;1.86;83
2019;01;06;12;00;100;164;2.48;80
2019;01;06;13;00;100;493;3.2;77
2019;01;06;14;00;100;340;4.48;74
2019;01;06;15;00;100;931;5.04;71
2019;01;06;16;00;100;166;5.46;67
2019;01;06;17;00;100;920;5.31;66
2019;01;06;18;00;100;838;4.41;70
2019;01;06;19;00;100;1;3.71;75
2019;01;06;20;00;100;0;3.41;79
2019;01;06;21;00;100;0;3.18;84
2019;01;06;22;00;100;1;2.95;85
2019;01;06;23;00;100;1;2.92;84
